lat,lon,lang
39.89318303,-75.0754145,en
55.70370832,37.5825437,ru
25.1658071,55.4052406,en
10.9538991,-74.7718929,es
41.38151378,33.78125374,tr
40.98316495,37.92242174,tr
56.52199185,84.93646565,ru
52.28941178,-1.58630057,en
-6.9913833,110.461959,id
-20.49441509,-54.59541818,und
37.4795059,126.7818567,ko
41.0103268,28.8915972,tr
33.8666404,-118.3322562,en
2.27090573,102.29078822,en
-1.447735,-48.4582759,pt
-26.075261,-53.0412368,pt
43.62891581,-79.6095295,en
8.04265119,98.81062031,id
-7.2519236,112.7328744,id
41.698673,-87.7578739,en
-19.4755282,-42.5545265,pt
43.4433934,-3.8521966,tr
-23.61104424,-46.69716852,es
41.3470603,36.2504087,tr
48.6210663,2.4677686,fr
39.4183693,29.9823132,tr
42.96915445,-85.88635831,en
51.2322401,5.28978685,nl
41.02802584,-73.7700447,en
41.04977783,28.99191167,en
33.21161059,-87.54872661,en
43.5515396,-5.9325389,es
-29.6858019,-51.0874424,pt
13.664348,100.6602456,th
-6.31241,106.73606,id
-23.226076,-45.8815013,pt
45.9693361,12.6104963,it
37.1816524,33.2212053,tr
42.45566906,-82.93996671,en
35.80890083,-83.50558296,en
43.15239277,-79.61295353,en
40.80958103,-84.58415708,en
40.85932575,-74.74673574,en
52.38013412,-2.25904101,en
33.939728,-118.0894559,en
51.5773115,4.76413,en
-6.1860216,106.8447547,id
-28.70238358,-49.4607636,pt
32.8420443,-116.9805479,und
37.653028,127.0359265,ko
43.77490342,-79.25736494,en
-25.44475331,-56.43697503,es
40.4734482,-3.6683483,es
40.52193367,-74.46303208,en
28.3373222,-81.55719771,en
34.29360322,-85.21691381,en
-22.92204475,-43.23529063,pt
55.93029712,-4.39924221,en
37.4901357,127.072563,ko
-6.38636,106.84345,id
26.2957018,50.0259956,ar
-7.780564,110.4170906,id
-12.0098823,-77.006087,it
38.26378192,-76.50004476,pt
41.48515363,-87.98919501,en
-33.42954587,-70.64728829,es
40.7665637,30.3969758,tr
37.4418834,-122.1430195,en
9.02429,7.59168,en
59.93121578,30.32647133,ru
13.0806239,80.2103701,und
-6.251308,106.5151045,id
54.4875614,53.474742,ru
42.72603585,-84.46558321,en
37.8667044,32.48785,tr
48.82552839,2.34958174,fr
36.79085705,28.80905067,tr
16.0453107,103.6357739,th
-29.7854047,-58.0705618,es
56.8751777,53.20393265,ru
40.9175283,38.1671544,und
-22.315218,-49.0944575,pt
43.62301494,1.38612356,fr
32.20979388,-94.88643809,en
34.2194297,-82.1206481,en
39.34108116,-76.58591963,en
-22.8699165,-43.291894,pt
8.23361333,-73.35219333,es
51.15232146,5.82260085,nl
-6.888778,107.6221014,id
-25.9251403,-53.4775467,pt
-20.2677682,-40.3184719,pt
4.15450037,9.29366112,fr
33.17643848,-87.39231558,en
42.11757725,-72.55753553,en
40.8017454,30.7545021,tr
13.595176,100.2610651,th
53.0456723,-2.99347476,en
-34.9611397,-57.9425643,pt
-23.55399029,-46.54709632,en
9.45140162,100.03287299,en
51.7781849,5.090739,nl
37.71568788,-89.21118714,en
-7.421279,110.2403928,id
37.88890467,41.12905448,tr
33.51331874,-111.99740843,en
17.976318,-92.9472916,en
47.92621602,-122.22205821,en
41.79635449,-72.71506364,en
52.2584286,7.003929,nl
-7.782796,110.3648309,id
-15.83259921,-48.03328099,pt
11.0323715,-63.8529674,es
-15.83891191,-48.05347288,pt
13.5138142,144.8128806,en
32.60925957,44.00857667,und
51.93461689,5.601117,und
51.19493717,-0.55161055,en
41.76564753,-83.58844137,en
40.59282838,-73.63614438,en
40.71289326,-99.0908202,en
-6.16443,106.83334,id
53.46403397,-2.3454088,en
-23.4485424,-47.3805369,pt
35.6343879,139.4501717,ja
4.4000501,-74.3824304,es
39.350504,-83.557215,en
52.47265271,-1.95933668,en
51.62544215,-3.86462617,en
52.62538348,6.04209762,nl
4.64746599,-74.10863095,es
24.6364348,46.5366831,ar
35.76790582,139.66531856,ja
-23.735688,-46.7072264,pt
8.27291286,-62.74677641,es
40.92060107,-81.09776949,en
3.2592031,101.7318141,id
28.4580515,45.976831,ar
22.1661318,-100.9755987,en
41.6517281,-83.5431012,en
13.7886405,100.5714613,th
29.31048786,47.98624276,tl
42.9683099,-85.88641807,en
33.2007398,-97.1307424,en
-33.6889647,-59.6652161,es
17.4087811,102.801696,th
34.66881062,135.6193969,ja
42.98393954,-77.41402143,en
52.29627964,-9.56280035,en
47.74040983,-122.22144732,en
39.15418508,-74.69225448,en
-6.9006841,107.6455341,id
39.72807506,-74.27353674,en
40.048513,-105.2590807,en
35.86219115,139.99543644,ja
-34.42767148,-58.80413731,es
-6.13610717,106.68441432,id
42.1460614,-83.1795178,und
1.4592863,103.9112311,sv
42.35599007,-83.07121366,en
43.7002456,-79.8291929,en
38.26166667,140.89666667,ja
20.2200931,42.7329466,ar
41.25600321,-82.60761236,en
40.93890672,-73.85018657,en
40.65010389,-112.01111209,en
9.8531658,-66.3812547,es
-23.66687356,-46.53731166,pt
-25.31399,-57.59619,es
54.5344119,-3.5651684,en
1.2082235,-77.2747661,pt
-22.81030648,-43.41867785,pt
35.6301472,-77.3281042,en
29.37656709,47.96915259,en
-23.5766453,-46.4990558,pt
40.28103499,-79.54220032,en
-0.90433,119.85678,lt
-25.3139817,-57.5423426,es
18.6205869,-68.7145957,es
24.6598225,46.8752491,ar
30.67170001,-88.10920289,en
30.44525865,-97.63723335,en
10.26019513,-61.46932125,en
39.99677342,-82.7774501,en
41.64065774,-4.72025235,es
40.72956463,-73.97832032,en
52.71757998,4.67559021,en
31.80850421,-85.97328407,en
-16.70360204,-49.30096693,pt
45.78635302,-122.66539807,en
-19.79210978,-42.13510537,pt
-7.3538346,112.7636951,id
38.63685854,-77.28068323,pl
40.65081298,-73.96031064,en
41.45807442,-72.81841605,en
-23.963926,-46.3150867,pt
33.3911677,-86.72821472,ar
5.0553505,-75.5064134,es
38.2484174,-85.7622998,en
-30.0511771,-51.2050019,es
32.66810987,-97.0743063,en
40.68770715,-111.87279159,en
37.3930186,126.6570986,ko
3.8649302,103.31541443,id
41.60167,-93.6641707,pt
55.03630617,73.26188377,ru
-5.1914375,-37.3580159,pt
35.69803769,139.41516932,ja
40.0316781,-75.084251,en
52.9393181,-1.1979563,en
39.03090219,-94.56987471,en
14.56327624,120.99562867,en
28.9466329,-13.6703614,es
14.47294602,121.04846199,en
34.71315304,135.59885692,ja
-6.2974337,106.8304979,id
7.35806158,3.86854203,en
51.44374487,0.03980094,en
-5.18918919,119.42640824,id
41.75745463,-2.46887073,pt
39.0905361,-108.4716364,en
4.6051796,-74.1274886,es
-30.3359098,-54.3177347,pt
35.15241785,-90.17233859,en
34.15471303,-119.18968703,en
-27.2626608,-65.3598418,es
-5.13513514,119.48859248,id
40.23037752,28.97521502,tr
38.31783324,-85.7421198,en
-1.41623255,-48.47730281,pt
-22.8937445,30.5225818,und
1.51105761,103.76548148,vi
39.93201842,32.82624722,en
26.70675884,50.05002048,ar
27.433917,-80.343496,en
27.0064884,-82.1555613,en
40.80384302,-73.95389528,en
40.1338749,29.9625242,tr
34.5194459,-117.3558019,en
5.35581839,-3.95353269,fr
13.9924648,100.661486,th
19.4371756,-99.1587165,es
5.96997388,116.06892294,pt
34.26211344,-119.17462087,en
34.85167213,134.64578496,ja
26.51453587,42.59057483,ar
-6.11297,106.92036,id
40.47919716,-74.43146575,en
53.7425797,-2.4868921,en
-3.8089431,-38.4843719,pt
3.5193,98.63572,id
50.44632797,30.4919529,ru
-22.860867,-43.2260794,pt
36.43664309,-6.12986281,es
-7.1155339,-34.8689357,pt
29.7230449,-95.35319299,en
-23.552861,-46.4516484,pt
34.29354727,-85.21691976,en
16.0453103,103.6357739,th
49.0071868,2.3887934,fr
51.4488505,-0.44716822,en
39.972216,32.8399932,tr
41.0175034,28.9258036,et
9.7350526,-63.2013813,es
21.5919,39.24992,ar
-25.75125818,28.20317838,en
50.4194805,2.94119496,und
13.7562374,100.6323068,th
52.8725923,1.4234717,en
30.29065318,-97.74277294,en
32.99232082,-117.25808531,en
3.1191725,101.736981,id
55.4859219,-4.5978096,id
32.76864015,-117.1965617,en
42.4604967,-71.021893,en
33.93118293,-79.9147893,en
38.4291559,27.1926562,tr
-6.23766713,106.8623086,en
29.6900633,-95.3771733,en
51.48802204,0.32553332,en
52.6236579,-1.14071969,en
41.83816809,-71.43143118,en
39.842834,-86.154465,en
50.72420818,-1.9616386,en
-6.8976867,107.6743599,sk
-25.4287951,-49.24742527,pt
-5.16859425,119.42380566,id
-25.3918928,28.2559493,en
-5.17311,119.47933,tl
55.6280456,-4.668095,en
-6.8756433,109.1442436,id
-29.1220578,26.2084556,en
36.56052282,-82.64048315,en
38.40350282,-98.73004273,en
35.6436799,138.6278586,ja
13.9536244,100.5691712,th
26.28399292,50.67131598,ar
-5.1873501,119.4374137,id
-0.17017673,-78.48579331,es
14.6229739,-90.5369493,es
41.0356316,28.9282458,tr
13.7304782,100.5246056,th
39.8821073,32.6646302,tr
35.512804,-97.5776544,en
41.33012032,-73.87627359,en
41.86553982,-71.71448006,en
34.16,131.455,ja
-6.1629109,106.7314279,id
-25.35743204,-51.43721603,pt
55.9897777,93.0103769,ru
51.55926298,-0.13494023,en
-24.75824678,-51.76037552,pt
-23.49053544,-46.61040809,pt
-30.89801989,-55.53998657,tl
6.5316943,3.3519134,id
40.94799538,29.11432777,tr
40.397016,-3.6039555,es
33.58166667,130.375,ja
20.9920637,-89.5917962,tl
55.77376658,37.58635074,ru
39.57903129,-76.38279698,en
-36.8990432,-60.3195152,es
-31.5917745,-60.942523,es
0,0,id
33.70825084,-96.60197294,en
38.99668118,-85.64495981,en
-36.8795628,-60.3242265,es
32.36331067,-84.53634498,en
6.1418877,100.3630213,id
-31.7251785,-60.5441607,es
-7.4341,112.44944,vi
19.33435836,-99.19182777,es
33.9744355,-118.1945975,en
37.3879065,-5.9686084,es
42.72505979,-84.46487469,en
42.02072488,35.15938282,en
37.34771151,126.97557306,ko
37.5767233,-4.6477444,es
10.41304091,-71.44638151,es
54.00128764,-0.45001975,en
33.85807712,-117.99807249,es
-15.8263219,-48.0470809,pt
-22.8292338,-43.27185,en
37.7302182,126.7412279,ko
28.06420379,-82.56851446,en
-8.63173539,115.21052731,id
52.376207,4.89499909,en
20.66007004,58.87362581,ar
37.6295001,-0.8281836,es
-34.6162237,-58.4582945,es
-0.03216,109.30809692,id
35.65040689,139.68608986,ja
48.75111111,1.7575,et
37.6881651,-122.1138327,en
-8.6814306,115.2326936,id
24.6955861,46.7805914,ar
39.96799944,-75.38576694,en
41.5670072,35.9043445,tr
42.6743345,-83.20987196,en
-6.90097905,107.69083126,id
18.42344091,-66.1636134,tl
-6.2666163,107.1022509,id
29.30375311,47.96952572,ar
52.24659303,0.40762348,en
-23.0041964,-45.5301311,pt
39.12408303,-76.75297217,en
-5.1928246,-37.34630216,pt
41.40066016,-73.4404883,sl
9.3136372,-75.4036281,es
35.08460303,135.78911252,ja
-30.0129831,-51.1357061,pt
2.4539677,102.1725814,id
39.0958591,-76.7532078,en
35.9201732,-84.0680846,en
45.49248584,9.19491146,it
53.1016021,6.1149538,und
39.65278531,-75.63836638,en
-33.4387345,-60.7951346,es
43.63881124,-116.66145255,en
30.16120187,-81.83650718,sk
-15.76274579,-47.86926627,pt
30.1630023,-81.745851,en
43.2945752,10.5028992,und
20.66176867,-103.41784791,es
37.3353186,-5.4178461,es
10.1264141,-64.6914345,es
2.97219168,101.77742474,tl
38.25739345,-76.47277071,en
3.2626931,101.6902539,id
-2.68518,111.62746,pl
-34.4627161,-58.658654,es
55.62686036,37.72045418,uk
51.05313615,-1.32133985,en
