lat,lon,lang
3.0776193,101.6187865,id
-8.7058831,115.2580768,id
33.0167987,-96.4953126,en
34.6888388,135.5109362,ja
33.77650389,-118.11271407,en
41.21143889,32.65584306,tr
-6.41198086,106.72673042,id
40.8393562,-115.7615851,en
-32.95572,-60.63877,es
4.2879242,100.7529775,id
14.58485634,121.06652161,tl
-7.7678028,110.3913707,id
-6.2231191,106.9087347,id
45.06515374,7.68183436,sk
58.6220586,49.6066681,ru
52.58636744,-2.46490275,en
36.6841587,-6.1043783,es
36.3831881,-86.4447081,en
-6.89214,107.56071,id
34.99849835,137.10964372,ja
44.0392264,-123.07172709,en
33.45200019,-7.56025391,ar
40.63189605,-3.18952002,hu
21.0264473,105.8423867,en
-34.7268985,-58.5328048,es
10.9690253,-63.8402266,es
54.453305,18.5491682,en
-6.3881365,106.8617711,id
43.0564405,-87.9132703,en
52.24343214,0.40683934,en
57.14062518,-2.09140253,en
-18.8385192,-46.8198351,pt
32.842847,-96.8562934,en
3.1215422,101.8160561,id
30.36691894,-91.05841509,en
-23.3203071,-51.3698524,pt
-6.2875293,106.8417352,id
3.1305283,101.7671388,tl
-23.65913046,-46.52243674,pt
-22.91382941,-43.24742425,en
-25.51707231,-48.52079946,pt
38.4961174,27.0656812,tr
36.9022405,30.614312,vi
-36.77262,-59.8638,es
59.84036395,30.49061044,ru
26.71357827,-80.15118729,ko
38.0931675,-3.6263852,es
3.0530005,101.7718638,ht
40.9159393,-73.8939544,en
56.8895719,60.572656,ru
32.6709889,-96.9798347,en
4.4930962,100.7826154,id
9.83715,8.8746,en
54.58372874,-5.93207773,en
41.29483316,-96.14307404,en
36.38906995,-79.75776805,en
-22.9146827,-43.233876,pt
-35.5729414,-58.0016207,es
-8.79854,115.1849,tl
14.820208,121.0614964,tl
38.9980519,-1.8593939,es
-26.7596139,-65.2651722,pt
-25.1085785,-50.1256916,pt
-29.2377436,-51.8699692,es
32.461822,36.2023311,ar
39.9775656,-4.2856561,es
44.0428669,-88.540187,en
21.42213,39.28071,ar
47.47231366,-0.53617448,fr
52.63069282,-1.10115183,en
39.03149563,-84.71415877,en
33.5787293,-101.8793324,en
3.1659037,101.7145941,id
2.8210441,101.4437931,tl
1.8699832,103.1175158,tl
39.03414706,-95.74790344,en
55.60114531,37.62548533,ru
13.8698994,100.4244595,th
51.00550448,-0.10540203,en
25.6966906,32.6436415,ar
53.4302419,-1.2059565,de
41.003344,28.83727958,tr
3.56871,98.6545526,id
55.91287081,37.39644619,ru
24.7840696,46.7389208,ar
3.15520946,101.57501358,id
-31.5597504,-61.8995713,es
-34.594613,-58.4085236,es
-23.5854513,-46.5975083,pt
-33.52304728,-70.59840541,es
40.9859965,29.1797229,tr
10.2598428,-67.5808832,es
-34.69367535,-58.55650131,es
-6.14674,106.79239,id
-7.0452528,110.4260637,id
-6.1202301,106.1941148,id
42.34169779,-71.1038926,en
40.7722389,29.5613753,tr
47.9234218,106.8778698,ru
-19.89643591,-43.92350547,pt
1.5321074,103.6362107,id
36.19381124,-86.62935288,en
-6.3278501,106.8505737,tl
-6.2232782,106.6842906,id
35.16208114,136.91924648,ja
38.05237372,-78.49987,en
3.1285083,101.7805528,id
39.45741821,-88.33072026,en
43.40124608,-94.81341169,en
40.78102321,-73.95832813,en
40.76181387,29.81714485,tr
41.03841935,28.9322777,tr
38.75466669,-77.2477029,en
2.42088403,102.08357444,id
35.616905,139.712337,ja
45.53269086,-122.52823418,en
40.66316295,-86.25122557,en
34.66447043,135.56458887,ja
51.46275066,-3.27266337,en
20.696157,-103.3740798,es
-30.063088,-51.2152518,und
3.1451326,101.75038478,id
39.41240946,-74.62455337,en
6.55483,3.39491,id
24.2362714,47.2043023,ar
46.8357218,-100.7237629,en
6.5095366,3.3637091,en
40.96892523,-5.64915487,es
-22.79286726,-43.29840859,pt
-22.8001942,-43.4238014,pt
15.2670399,104.8446725,th
-23.9660457,-46.4108786,pt
40.69995775,-99.10664587,en
55.80429271,37.53192092,ru
48.87294354,2.29736567,fr
40.100228,27.9446902,tr
38.40179354,27.11854935,tr
-34.6999141,-58.4239672,es
40.59813531,-80.47387395,en
1.4942164,103.7436575,en
42.33013373,-88.99696013,en
44.5199571,-73.2479576,en
4.5737707,-74.0834625,es
13.72982655,100.57540721,th
40.02634336,-75.05080685,en
37.1465821,-3.6201484,es
30.21100741,-92.02203141,en
53.39892793,-6.8586029,en
-6.2672015,106.9316554,id
34.78329417,135.64344993,ja
51.55891241,0.07019743,en
40.2960727,-3.8419832,es
-22.90809333,-43.17589407,pt
45.8430515,8.9202295,it
51.03862404,2.38203558,fr
40.7772274,-4.4181902,es
-22.91525017,-43.24299451,da
55.8008146,37.5547043,ru
39.8543312,-75.1283046,en
31.13177973,-81.60821783,en
49.26293515,-123.06859164,en
10.9359794,-74.7864549,es
41.3820731,33.7785163,tr
34.08551458,131.40156691,ja
33.4422637,-90.6416828,en
-6.35823,106.72903,id
41.78015635,-87.71872831,und
48.9315845,2.2860626,fr
14.8819798,100.6318429,th
31.88690501,-102.35839628,en
42.02471391,-93.65155997,en
-25.3296766,-57.6053806,es
50.91074867,-1.40821378,en
55.1179571,61.4339239,ru
39.9704149,32.8270174,tr
34.16550941,-118.62383069,en
16.9617129,42.8276709,ar
43.529507,-96.8166325,en
10.488764,-66.8663586,es
36.05499199,-79.42773195,en
42.47648825,-96.36414747,en
28.5951468,77.0454927,en
36.3795378,33.9319728,tr
33.5786207,35.3994127,en
-6.21721483,106.84598342,id
4.5755107,-74.1669141,und
29.5534854,-98.6038172,en
40.3548377,28.923125,tr
-20.01531381,-44.10078437,id
32.6106611,-83.6149729,en
18.5277699,-69.812651,es
-6.2445619,106.7238881,id
-3.1169493,-59.9887163,pt
18.2236481,42.5535313,ar
41.88790506,12.49803467,it
46.58133281,0.36295293,fr
-8.17010315,113.71292087,pl
40.7650776,-73.97341545,en
-19.94188509,-43.93260956,hu
41.0208249,28.94654411,tr
34.48155761,135.38257707,ja
-25.5365852,-49.2014301,pt
-26.11591867,-50.30778392,pt
45.50221348,-73.56335988,en
38.00801443,32.53002866,tr
1.3836459,103.7692137,id
51.6060043,5.1565242,nl
43.2570034,-79.9095603,en
19.38374512,-99.14535642,es
19.852201,41.5999161,ar
3.0530293,101.6880211,id
-7.85182,110.33496,tl
3.0529557,101.7462402,id
27.91853276,-15.40230005,es
-28.08206221,153.42681865,tl
24.7623609,46.675761,ar
19.8974766,99.8230191,th
59.28672623,18.04562177,sv
25.52346974,56.35800997,ar
37.459713,126.7134543,ko
37.693162,-6.6051132,es
25.27834286,55.34292148,ar
-38.9542659,-68.051666,es
48.08470268,-0.77865956,fr
37.33534,-6.06879,es
-22.87589307,-42.33765607,pt
26.6128299,-80.08758837,en
31.5396058,34.4559614,ar
33.70152318,-84.46471612,en
57.73819389,14.14466618,sv
40.6717262,-111.9424566,en
2.95442,99.04506,id
32.877473,-117.1359133,en
10.4723279,-66.9545359,es
52.90580243,-1.03395798,en
48.9495418,2.6172064,pt
43.9214279,10.86826615,en
41.0750739,28.6229131,tr
6.6828949,101.3165157,id
7.8999203,98.3018118,en
32.17597082,-96.03483016,en
-19.88895888,-43.90589786,pt
19.43029364,-99.11706448,es
-31.5703989,-68.5228904,lv
3.1791597,101.7490789,en
43.2236134,-86.2503863,en
40.73346606,-73.87676143,en
3.14876024,101.71260959,tl
51.997534,-0.9718075,en
40.58588519,-74.51390675,en
40.7077435,-112.0962149,en
-26.1503707,27.8783917,en
55.6514758,37.5221595,ru
45.77524128,3.08395348,fr
38.05932297,-85.61961394,en
36.99912534,35.32052994,tr
51.57757229,0.61298117,en
46.28240091,6.0843206,en
44.8045835,20.46854971,sl
-31.4405314,-64.2269169,es
35.19885138,-97.44751377,en
24.7192687,46.5869479,ar
43.8950413,-79.01648,en
53.33128384,-6.39622372,en
1.279189,103.843864,tl
39.81527111,-86.20343266,en
31.4402982,34.3764526,ar
51.62865726,-3.95268599,en
14.4283394,121.0402814,tl
35.05344462,-120.4871587,en
36.8259598,36.2065378,sk
-25.5201457,-57.5517458,ht
43.3425103,-8.4056268,es
14.55908126,100.96236622,th
56.7870732,60.5220492,ru
-34.6171622,-58.3795041,es
38.78440192,-90.29851737,en
3.7325418,103.1129488,id
52.1531316,5.3767215,nl
-6.1913072,106.4442426,sl
29.6538149,-95.3748481,en
41.2060222,32.6596816,tr
3.1385921,101.3338462,id
-6.32661,107.31049,id
45.189189,5.7098721,fr
41.0088112,28.804023,tr
39.48229389,-88.17591028,en
34.8639262,135.69758008,ja
52.512128,6.0961192,nl
-2.9662528,104.7519214,id
5.38547,100.27733,tl
13.82121,100.57698,th
3.0193988,101.7601651,en
3.2060668,101.748401,nl
-33.3176895,-66.3077723,es
53.40922187,-2.19068847,en
53.04760472,-0.77181829,et
-31.5542472,-68.4682151,es
-7.0266453,113.8032778,id
52.26072475,4.55026493,nl
21.09925172,-101.632164,es
40.64478723,29.26465433,tr
-23.6306244,-46.801243,pt
30.23380646,-97.74481676,en
-15.8051133,-48.1462281,pt
49.07186976,6.18812467,fr
16.73852321,-93.1044587,es
0.5558836,123.0554666,id
-23.52969174,-46.16739204,pt
55.88396184,-3.51851163,en
6.24063462,100.43890695,id
39.539042,-1.3449654,es
40.86406836,-72.92643841,en
33.45220433,-88.78951965,en
45.7794674,3.1023651,fr
37.17500303,-86.20829926,en
53.7999996,-1.5403827,en
52.18840361,5.96550078,und
40.99598538,39.76387892,tr
38.46809921,-77.44626419,en
41.15251589,-87.87210825,en
13.75208156,100.52398669,en
51.4124375,0.7888691,en
4.84197,-75.65881,es
31.9574044,34.81590006,he
-2.18,-79.89682,ht
47.44226545,5.18429933,fr
51.65604298,-3.79356781,en
37.96476284,-76.93486042,en
25.76472203,-80.25939996,en
-22.8832506,-43.2482183,pt
-6.2509531,107.0514035,id
51.50321269,5.31686615,en
51.61036479,0.06666316,und
-22.8740287,-47.2217707,pt
13.61790709,100.75414899,th
41.0833935,-75.0647215,und
39.89266342,-5.53581113,es
26.2962507,-81.57766605,und
47.0808151,2.4068042,fr
34.72498,-86.590096,en
41.05288385,28.99523735,tr
18.25960584,-66.68647694,es
33.14455421,-96.76808264,en
48.94098064,2.60621793,fr
55.7631866,37.61658014,es
32.81570972,-96.65955998,en
25.6548241,41.6473202,ar
-22.7838924,-47.1590671,pt
43.18903166,-77.58484894,en
39.13617772,-77.20595197,en
43.51061482,-83.96448415,en
5.6346714,100.469598,id
40.89330993,-74.03336084,en
24.1208064,47.2909783,ar
-14.8933393,-40.84224,pt
53.9195114,27.5905202,ru
3.1202153,101.6189378,en
9.91033911,-84.01609429,es
26.3098119,44.0497477,ar
35.840647,-88.9070207,en
-6.39396632,106.83547425,id
14.5694771,120.998248,tl
36.178399,-85.509359,en
-2.00183,106.10519,id
-6.88765,107.6204,und
3.42922,-76.50526,pt
25.84023826,-80.19193218,en
-31.5992058,-60.7391312,es
35.9329397,126.9666388,ko
36.31336573,139.79044942,ja
-19.7511241,-43.9584769,pt
35.32663005,-89.76146439,en
61.72008012,17.09712846,sv
40.99172925,-81.7941752,en
9.0937634,-79.3728213,es
48.7253319,2.5389333,fr
35.34026773,-80.82484774,en
7.9001485,-72.4933873,es
14.6676006,121.0206607,en
36.4309661,-5.449091,es
41.8184327,-71.41477675,en
40.3924181,-77.9379695,en
51.8384951,5.8393042,nl
6.1366431,102.2466888,en
4.6109177,-74.1092817,es
34.4061397,-117.2830933,en
36.7979511,127.1183839,en
40.79620813,-77.855878,en
34.83578952,-82.60341921,en
-6.2526199,107.008922,id
21.1285432,-86.84289289,es
51.4118927,-0.8421879,en
55.89795989,37.72041444,ru
-26.31672864,-48.83345604,pt
43.00924655,-78.78430033,en
52.31094067,-0.59555098,en
42.29755312,-85.63843168,en
53.4980967,-0.3287505,en
49.074815,33.4173805,ru
3.13480842,101.78913264,id
39.55198989,-76.32774364,en
36.16240174,-80.28006656,en
-22.93161839,-42.50711697,pt
35.85775587,-86.43042957,en
59.59829242,16.46028724,en
-34.63695001,-68.33720782,es
-40.9129813,-73.1528681,es
-0.95163,100.35955,id
28.6329201,-17.9298733,es
40.00844949,-74.96553912,en
-6.57291,106.78756,en
33.11713397,-87.55256459,en
40.7785607,31.1734479,tr
-7.7663304,110.3674103,id
36.57691219,139.85887348,ja
29.59244027,-95.2503991,en
14.7375292,121.05620351,sv
14.9977173,103.1172475,th
57.52558008,12.24793219,sv
34.6819084,133.9145471,en
38.39498701,27.05413342,tr
-7.40054,109.24935,id
-7.2191792,-39.3114861,pt
-15.546664,-47.3161392,pt
50.81974432,4.3820323,fr
40.8863258,29.5195395,tr
38.61277064,-89.92495623,en
13.7438433,100.5231318,th
40.859506,29.2940415,tr
37.84859077,27.84357771,tr
14.63320079,102.78136919,th
-34.94637,-57.90878,es
52.3232136,16.92355163,pl
38.67530026,39.21781911,en
49.2729707,2.4985308,fr
43.3688815,-5.8391242,es
-23.463565,-47.4727103,pt
40.15804436,-79.91920088,en
41.04055254,28.98369312,tr
-23.4954599,-46.6484065,und
50.28634551,2.7820571,fr
-25.345185,-57.5115087,es
42.7166496,-87.8731562,en
37.690361,-120.96555608,en
2.2850919,102.5626209,en
39.4132559,-76.4621709,en
-12.081666,-77.0234683,it
19.46460831,-99.17606272,es
-6.5332666,-38.0588103,pt
35.38205566,-94.39040638,en
26.0373897,-98.22556,es
29.3216216,48.0541365,ar
64.12268684,-21.90211665,is
51.5700034,0.0844787,en
38.8814253,-77.43468961,pl
35.07901026,-78.9572382,en
18.7118975,98.9575565,th
3.1262722,101.6504873,id
55.84746318,-4.24944375,en
13.6240914,100.5330961,th
13.8173252,100.6667407,th
-15.5465108,-47.3160232,pt
34.81525339,135.35934208,ja
-22.849245,-43.2835881,de
40.4580543,-3.5818883,es
41.04011912,28.89434085,tr
59.32064122,18.37377814,sv
19.4130325,-99.16754877,es
-19.84825971,-43.94934345,pl
16.92866773,-99.82173585,es
40.75131871,-73.87431184,en
-22.9018947,-42.0479153,pt
50.44087201,30.62838421,ru
36.36560008,-86.51423888,en
-19.5498565,-42.6619409,pt
25.2275104,55.3841145,ar
21.461294,39.2298457,ar
51.35131818,-2.95488966,en
40.0192732,-75.06325639,en
40.2986573,-3.7353698,es
-6.87621976,109.08039199,id
52.2679837,5.1390129,nl
41.79499397,-87.76572667,en
11.6447637,-70.2265437,es
-27.4504114,-48.452333,pt
-23.55368959,-46.54726789,en
32.9639429,-96.6768809,en
41.65972911,-91.53516433,en
57.4488783,-4.1727221,tl
4.1712609,101.2947501,id
42.6411866,-8.8836818,pt
-22.89380145,-42.04250416,pt
47.49867952,19.05878685,en
39.99443554,-75.17000767,en
13.76410267,100.53769503,th
19.29286017,-70.26029739,en
40.43158518,-86.8989627,en
26.2050904,50.5523357,en
-22.46017527,-44.44112412,es
-25.44661249,-49.2451275,en
-34.8677543,-56.1631192,vi
-22.95036199,-46.53973956,pt
33.21510015,-87.54586019,en
11.6884682,-70.1916869,es
41.43370837,-82.72325411,en
-23.6852227,-49.8254629,pt
38.80392995,-82.98253262,en
13.73636,-89.14066,es
38.26701046,-77.54212825,en
-22.8927238,-43.3462531,pt
32.33605435,-90.32792211,en
-1.6387689,103.5851385,und
30.57849693,-92.18986511,en
26.4052434,50.1062491,ar
41.05187486,28.78990722,und
-23.0240417,-43.4594713,pt
39.27283441,-84.50651245,en
-7.58558559,110.9529555,id
0.4976217,101.4294683,id
1.30865702,103.79851393,en
41.45093487,-71.46915318,en
-7.0250448,109.5974185,en
-22.7811772,-41.937758,pt
-15.6427663,-47.8058453,pt
24.9178091,67.0294486,ur
-1.42181008,-48.46570691,pt
-23.5605115,-46.549994,pt
41.41997869,-85.26010465,en
52.01771859,0.23593465,en
48.82348219,2.50871741,fr
25.0690014,55.30796528,en
38.45217417,27.26610496,tr
40.6908477,29.6026487,und
6.0820077,-75.6363645,es
51.4635749,-0.111006,nl
29.7705447,-95.3648779,en
10.4186348,-75.547135,es
56.15383302,-3.95278105,en
36.29348815,-86.63978185,en
43.14859291,-80.73979115,en
48.70711443,2.33790211,fr
-34.6870394,-58.326435,es
40.70678944,-73.30184091,en
18.8578357,-97.0970497,es
33.90280008,-118.19355257,en
-29.6836734,-53.8338229,pt
-34.8677541,-56.1631192,pt
49.04462673,2.50505302,fr
38.43417775,27.14153051,tr
53.81043034,-1.547645,en
28.526146,77.1642363,id
42.18832348,-83.75039919,en
-23.3466784,-51.15738061,pt
53.54670704,49.33669799,ru
29.7398972,-95.4981284,en
53.7403485,-2.9893489,en
-28.48164936,-48.99601936,pt
39.732703,-91.39126484,en
-22.7065163,-47.6595967,pt
59.92749568,30.36063194,ru
32.63898633,-116.96844792,en
1.51105493,103.76545155,id
24.6945828,46.6338909,ar
-38.062438,-57.5528291,es
39.952335,-75.163789,en
-6.29322,106.84861,id
3.591731,98.7607185,id
45.4178009,4.3926435,fr
44.31143609,8.48317915,und
51.48046348,-0.18025292,en
-8.185495,113.6755796,en
10.9667459,-74.7965446,es
43.60028843,3.88204182,fr
-1.81775,106.07568,id
44.85696784,-0.53087485,fr
40.25287499,-3.70125774,es
53.69515,-7.32992,en
-6.2552,106.75486,id
42.79388909,-8.17108154,es
5.0737662,103.0234564,de
42.12520055,-70.93663969,en
38.66745429,-121.17603806,en
-19.79296768,-43.93891005,tl
57.70668656,11.96908951,sv
52.64111654,-1.19672849,en
37.15035113,-3.59135736,es
54.32659157,-2.72872903,en
41.0777487,29.0021289,tr
32.971227,-117.1008386,en
3.208312,101.5421913,id
8.9516601,-79.542806,id
57.49505321,-1.80368125,en
19.295477,-99.138944,es
35.0953929,-89.78012181,en
29.58476683,-95.48197973,en
57.6944063,-4.2779765,en
20.2751916,41.6674204,ar
-15.5465108,-47.3160232,pt
7.91907721,-72.49338998,es
-30.14524536,-51.12034398,pt
-23.5515124,-46.5568446,pt
3.1426048,101.7789351,id
55.97711434,-3.24515363,en
42.3436151,-7.8628713,es
34.2279959,-77.9484831,en
-6.1182993,106.143585,id
43.64892355,-79.52652872,en
40.98366075,27.55654674,tr
40.1743324,29.0887404,tr
3.53679143,99.08421429,id
-23.10787372,-46.54455708,pt
-30.054581,-51.1485035,pt
-1.29166459,-47.93258594,pt
0,0,en
48.9948672,2.1498502,fr
-6.2356665,106.8433661,id
-34.6443961,-58.8027447,es
-30.1203868,-51.2114439,pt
40.56238028,-89.61821138,en
40.157709,-89.3587926,en
30.0930992,31.3341136,tr
4.6006745,101.07077525,id
28.20610371,-81.68892005,en
13.8405671,-88.8543025,es
41.03510332,28.93285069,und
-23.9550757,-46.3288977,pt
13.8977616,100.7189501,th
1.47234,124.8743,id
55.67926622,12.57777798,en
42.6123879,-5.5869793,es
42.88720287,-87.90711251,en
39.51971,-119.78687,en
19.34495651,-99.20409353,es
39.8626505,32.8352472,tr
40.4148064,-104.7024684,en
35.05821345,-92.44936177,en
40.34392033,27.98122902,en
50.84080599,-0.11927918,en
34.735692,-76.7996919,en
41.42247021,-73.42325861,und
11.55593304,104.93749078,en
40.72579805,-84.14844655,en
-34.89727628,-57.9604455,es
32.34258412,-86.26178208,en
40.76391915,-81.38379809,en
25.4356233,-100.9710302,es
40.88960173,29.22636724,tr
39.42771817,-76.3279855,es
35.3990121,139.2884632,ja
48.9948957,1.6904658,en
38.8184081,-4.0652801,es
-7.3076508,-39.3024917,pt
48.7591705,2.552899,fr
35.67097866,139.68037838,ja
41.84962874,-71.4583115,en
-23.62468865,-45.41089007,tl
42.72700245,-87.79737876,en
38.5067278,27.0685263,tr
-22.8878685,-43.46208445,pt
41.35990126,-83.12932772,en
34.66939888,135.70706552,ja
45.7360367,4.9047149,fr
28.4580515,45.976831,ar
-23.574488,-46.7605564,pt
40.05511975,-75.15743787,en
36.06866576,-75.69706586,en
38.48076932,-0.7730205,pt
35.9916873,136.1998195,ja
-23.503376,-46.71590548,pt
40.9857182,39.6980013,tr
-15.80986096,-47.87978801,pt
-1.41868752,-48.45374237,pt
40.63867038,-111.96674023,en
45.7752744,3.08396546,fr
53.3459659,-1.49145136,tr
-2.989305,104.759395,id
5.3388148,100.3074359,id
28.3930489,-80.6011064,en
42.26291517,-83.75525876,en
-7.5532669,110.854409,de
43.1218232,-89.3271428,en
14.4853019,121.0429961,tl
32.33723844,-90.87047697,en
39.2480934,-88.8620571,lv
52.3797456,4.621414,nl
4.8702854,101.9633616,en
44.8181342,20.4718287,tr
45.65766003,-122.51263289,en
0.4799769,101.4026732,id
38.04933894,-0.99716669,es
19.81801,99.74549,th
-30.38089809,116.72222325,en
58.38902271,15.42897209,sv
6.44668,3.55307,en
34.5239558,-79.1022671,en
41.034308,-73.630196,en
51.26240505,0.52385558,es
-7.74405,110.39101,id
26.45908227,-81.768642,en
35.00923905,136.17049187,ja
27.0385492,14.429199,ar
-33.43854378,-70.66212963,es
-25.3118074,-57.6018657,und
9.932644,-84.070751,es
-34.75310447,-58.39500837,es
-22.60056,-44.03528833,pt
21.6581072,39.2374949,ar
40.84505951,-73.27296221,en
-34.1015217,-59.0137459,es
-20.8429812,-40.7366762,pt
36.1421468,-5.4558869,und
41.6427367,-87.7177171,en
3.2507289,101.7244726,vi
49.09855904,6.29672564,tr
37.9098781,28.316417,tr
-6.2044589,106.8629991,id
-34.6180324,-58.4587802,es
4.11428582,-73.6325325,es
34.83639832,-82.31145448,en
46.25781898,-63.12900616,en
53.73898315,-2.48668823,en
40.11179039,26.415565,tr
34.5358657,133.6708204,ja
41.7830487,12.6675256,und
39.9317717,-75.1858929,en
38.9242486,-77.5380116,en
-27.2759492,-50.5836026,pt
45.05872674,11.78727565,it
41.41153031,-75.65949181,de
39.18980611,-78.15680701,en
-6.1407364,106.79343706,id
-22.9106674,-43.2807175,pt
40.22227177,28.9783287,tr
-2.0697837,-79.9422751,es
38.38538472,27.17963973,tr
-6.1793391,106.9093099,id
37.89462296,32.49922924,tr
41.99187102,-71.4150705,en
-6.333771,106.061877,id
-23.6050085,-48.0457581,pt
53.73836183,-1.40807524,en
21.6581072,39.2374949,ar
40.06248718,-75.23311304,en
24.1665334,47.3577294,ar
-23.5879633,-46.5072986,pt
51.6401035,0.622857,en
40.70672249,-73.30192595,en
13.7668692,100.5669437,th
15.1035954,120.6167264,en
54.97723502,-1.59849854,en
19.4384696,-70.6982658,es
41.0209139,29.0397345,und
30.04103029,31.20373449,en
41.64961845,41.6411864,sl
23.5920727,58.4011522,ar
-3.28412802,114.57203873,id
-6.2939904,106.8509885,id
38.48201399,-78.02400058,en
-6.1938041,106.8208933,id
6.4743829,100.2560879,id
-1.44951046,-48.49020156,pt
-28.1244452,-54.8358703,fr
48.82359857,2.5090358,fr
29.0771096,48.13188939,ar
39.4496643,-81.46482,en
39.07835529,-94.38943485,en
55.90166318,-3.30552491,en
41.51307772,-81.6646299,en
-8.0513035,-34.95405602,pt
37.5482697,-121.9885719,en
-31.3027883,-63.7539109,es
24.6206422,46.7491208,vi
40.04217751,-6.08454414,es
-22.5345579,-44.0706964,tl
25.52542676,-103.23915017,es
16.40365269,99.51206074,th
36.86777408,30.6243954,tr
-6.9332682,107.7768265,id
-8.6525778,115.1995978,id
35.02009363,135.73090856,ja
40.7215439,-73.7940759,en
-23.7424195,-46.6776227,pt
-22.90515185,-43.29126208,pt
34.5848427,135.6306641,ja
3.15225705,113.1085653,id
-26.89745,-48.6548188,pt
38.4412509,27.1936582,tr
5.2892589,100.2594406,id
13.7554328,100.5248988,th
40.1741427,28.8409055,tr
-34.5643315,-58.4366523,es
42.31973466,-83.09219699,et
-7.8051996,110.3460335,en
17.97505562,-92.92720534,es
-5.18015,119.48108,id
45.0608861,7.6208216,es
40.96911,29.06359,tr
37.88164308,-90.51479797,en
42.3354416,-71.10848218,en
41.33404061,-72.93211877,en
33.1257896,-95.5909883,en
37.6423217,-1.0085158,es
40.20047995,-85.39379889,en
29.855477,-90.0292897,tl
24.82492,46.8119752,ar
14.2719214,121.1024252,en
34.69715782,135.47699143,ja
-7.80873,110.38477,id
27.0616908,-82.40792579,en
1.22795,-77.28783,tl
53.55816919,-1.4824275,en
34.76002856,-89.46162449,en
42.50517538,-70.89541053,de
45.4690682,-122.573063,en
3.76797945,101.44657647,id
43.12423364,-79.20049848,en
45.41360502,4.37691634,fr
41.47422887,-84.55782423,en
36.90010586,30.67639638,tr
49.19824283,6.009345,und
33.5778234,-112.0981101,en
13.66269723,100.61451724,th
52.25086924,-1.3813929,en
55.86785716,37.67954376,et
37.7867672,-3.6115438,es
-2.9563503,104.7463267,id
40.63718538,-73.95965403,ht
-26.2342744,27.916186,tl
43.8961296,-78.8800306,en
26.57512004,50.01170629,ar
40.174498,-3.6821551,es
51.78296101,-3.21272048,en
-6.19460304,106.75522905,id
39.53797074,-84.23172583,en
-8.6081977,115.1914961,id
-22.5317925,-44.1265742,es
41.4188034,-73.4677364,en
36.72528476,139.72041557,ja
35.69804707,139.70605115,ja
24.5761812,46.7793707,ar
37.4173697,-5.9714659,es
40.56358171,-74.18726137,en
-29.691403,-51.0995379,en
3.21935041,101.73793682,de
42.25096352,-72.59586183,en
39.19981238,-85.94641946,en
51.45150231,-0.98055629,en
-28.2713435,-53.5008724,pt
39.9800427,-75.1618752,en
30.44141949,-88.27958346,en
40.87310648,-74.09595706,en
24.6620551,46.7391085,ar
40.3548509,27.975337,tr
40.00082365,-74.9652372,en
34.6834961,-118.1372251,en
46.98598379,-122.9160324,en
-0.9530999,100.4617062,id
-22.74534672,-43.29595233,pt
43.10171935,-75.29925489,en
29.5075415,106.5797794,ko
40.3771123,-3.6992868,es
29.57387461,-98.63230735,en
33.61178904,-83.8295101,en
44.23823618,12.08327732,it
-6.8893129,107.6174445,id
47.55779379,-122.3134889,en
14.62086444,121.05264963,en
36.7584032,-6.3507519,es
-6.2356938,107.0756973,id
-22.88727401,-43.28985491,pt
3.0181588,101.7513024,id
41.13128284,-85.10866907,en
50.93131995,-1.35792293,en
33.12581847,-96.80118764,en
41.69283734,-72.7671934,en
30.31514223,-94.96358558,en
41.88804564,-87.62626724,en
36.8770125,30.7193525,tr
36.7824042,31.4581646,tr
3.2552529,101.7386267,id
41.30978933,-96.0374447,tl
36.30379945,-86.69411647,en
53.22844876,-0.54226516,en
-6.90809,107.62269,und
59.3288579,18.06529547,sv
42.01229413,-87.99751552,en
40.63965435,-89.68192266,tl
39.2198626,-84.3586744,en
-1.45351131,-48.49567147,en
37.3844354,-5.9648847,et
37.041665,37.3082513,und
30.40738292,-84.26294864,en
5.8195824,-73.0341923,es
48.95833948,2.55153894,en
53.5978848,-2.4577324,en
24.1731928,39.5569078,ar
39.93904216,-75.23131905,en
48.88323038,2.3005994,fr
53.85127053,-1.81740447,es
40.98196128,29.09285385,tr
40.8908993,29.2280987,tr
6.41539733,-73.314224,es
24.7144755,46.6299017,ar
-33.4928424,-70.7391893,es
26.2951857,50.152105,ar
-6.2579791,106.7960073,id
24.80480666,46.78946559,und
55.40016424,37.81965422,ru
53.5135968,-2.1962628,en
39.6342154,27.886283,tr
56.55996735,14.14694969,sv
-33.398755,-70.55446451,es
50.82373019,-0.13933261,en
40.6571014,-4.02665177,es
53.30292645,-1.10767734,en
40.9038849,29.168713,tr
34.4838224,133.4011128,ja
40.7560496,-77.8532562,en
3.1733004,101.7382046,en
39.10682735,-76.68635931,en
39.77410887,-86.17600571,en
40.9995615,28.901517,tr
-6.2287747,106.963724,id
18.1265762,-66.29107526,pt
52.875,5.77638889,et
36.897492,30.6855546,tr
14.8123362,100.4486246,th
2.9417664,101.6741934,id
41.47139678,-75.60030696,en
-2.887565,-78.988139,und
-7.7613143,110.3733572,id
39.99533655,-75.23995399,en
31.49072098,-96.08720835,en
39.70263069,-74.95433615,und
-7.1552391,110.4099094,id
-18.47799064,-70.32007636,pt
39.84029763,-75.16165939,en
